model,pipeline_base,best_avg_f1_macro,best_params
SMOTE + MLPClassifier,D (Negación) + Binary + FeatureUnion,0.4557512784152232,"{'classifier__activation': 'relu', 'classifier__alpha': 0.01, 'classifier__hidden_layer_sizes': (100,)}"
